,Movie Title,Genre,tconst,Runtime (min),IMDB Rating,Worldwide Box Office (USD),Domestic Box Office (USD),budget
269,Paranormal Activity 3,"Horror, Mystery, Thriller",tt1778304,83.0,5.8,207039844,104007828,5000000
270,Journey 2: The Mysterious Island,"Action, Adventure, Comedy",tt1397514,94.0,5.8,335260290,103860290,79000000
271,The Mule,"Crime, Drama, Thriller",tt0804509,100.0,6.2,174804407,103804407,0
272,Rise of the Guardians,"Animation, Action, Adventure",tt1446192,97.0,7.3,306941670,103412758,145000000
273,Independence Day: Resurgence,"Action, Adventure, Sci-Fi",tt1628841,120.0,5.2,389681935,103144286,165000000
274,The Expendables,"Action, Adventure, Thriller",tt1320253,103.0,6.5,274470394,103068524,80000000
275,Just Go with It,"Comedy, Romance",tt1564367,117.0,6.4,214945591,103028109,80000000
276,Murder on the Orient Express,"Crime, Drama, Mystery",tt3402236,114.0,6.5,352789811,102826543,55000000
277,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",tt1568346,158.0,7.8,232617430,102515793,90000000
278,The Conjuring 2,"Horror, Mystery, Thriller",tt3065204,134.0,7.4,320392818,102470008,40000000
279,The Maze Runner,"Action, Mystery, Sci-Fi",tt1790864,113.0,6.8,348319861,102427862,34000000
280,Annabelle: Creation,"Horror, Mystery, Thriller",tt5140878,109.0,6.5,306515884,102092201,15000000
281,The Equalizer 2,"Action, Crime, Thriller",tt3766354,121.0,6.7,190400157,102084362,62000000
282,Bad Grandpa,Comedy,tt3063516,92.0,6.5,151826547,102003019,15000000
283,Pacific Rim,"Action, Adventure, Sci-Fi",tt1663662,131.0,6.9,411002906,101802906,180000000
284,The Equalizer,"Action, Crime, Thriller",tt0455944,132.0,7.2,192330738,101530738,55000000
285,This Is the End,Comedy,tt1245492,107.0,6.6,126041322,101470202,32000000
286,Rampage,"Action, Adventure, Sci-Fi",tt2231461,107.0,6.1,428028233,101028233,120000000
287,Arrival,"Drama, Mystery, Sci-Fi",tt2543164,116.0,7.9,203388186,100546139,47000000
288,Due Date,"Comedy, Drama",tt1231583,95.0,6.5,211780824,100539043,65000000
289,A Wrinkle in Time,"Adventure, Family, Fantasy",tt1620680,109.0,4.2,132675864,100478608,103000000
290,Fifty Shades Freed,"Drama, Romance, Thriller",tt4477536,105.0,4.5,371985018,100407760,55000000
291,Bad Teacher,"Comedy, Romance",tt1284575,92.0,5.7,216197492,100292856,20000000
292,Yogi Bear,"Animation, Adventure, Comedy",tt1302067,80.0,4.6,203518375,100246011,80000000
293,Cowboys & Aliens,"Action, Sci-Fi, Thriller",tt0409847,119.0,6.0,174822325,100240551,163000000
294,Kingsman: The Golden Circle,"Action, Adventure, Comedy",tt4649466,141.0,6.8,410902662,100234838,104000000
295,Edge of Tomorrow,"Action, Adventure, Sci-Fi",tt1631867,113.0,7.9,370541256,100206256,178000000
296,Passengers,"Drama, Romance, Sci-Fi",tt1355644,116.0,7.0,303144152,100014699,110000000
297,Gnomeo & Juliet,"Animation, Adventure, Comedy",tt0377981,84.0,6.0,193967670,99967670,36000000
298,Christopher Robin,"Comedy, Drama, Family",tt4575576,104.0,7.3,197744377,99215042,75000000
299,Olympus Has Fallen,"Action, Thriller",tt2302755,119.0,6.5,170270201,98925640,70000000
300,The Green Hornet,"Action, Comedy",tt0990407,119.0,5.8,227817248,98780042,120000000
301,Date Night,"Comedy, Crime, Romance",tt1279935,88.0,6.3,152263880,98711404,55000000
302,Sausage Party,"Animation, Adventure, Comedy",tt1700841,89.0,6.2,140705322,97685686,19000000
303,The Social Network,"Biography, Drama",tt1285016,120.0,7.7,224920315,96962694,40000000
304,Rocketman,"Biography, Drama, Music",tt2066051,121.0,7.7,195179299,96368160,40000000
305,Zero Dark Thirty,"Drama, History, Thriller",tt1790885,157.0,7.4,132820716,95720716,40000000
306,Sex and the City 2,"Comedy, Drama, Romance",tt1261945,146.0,4.4,290745055,95347692,100000000
307,42,"Biography, Drama, Sport",tt0453562,128.0,7.5,97470701,95001343,40000000
308,The Book of Eli,"Action, Adventure, Drama",tt1037705,118.0,6.9,157107755,94835059,80000000
309,Flight,"Drama, Thriller",tt1907668,138.0,7.3,161772375,93772375,31000000
310,Tomorrowland,"Action, Adventure, Family",tt1964418,130.0,6.4,209035668,93436322,190000000
311,The Magnificent Seven,"Action, Adventure, Western",tt2404435,132.0,6.9,162360636,93432655,90000000
312,Elysium,"Action, Drama, Sci-Fi",tt1535108,109.0,6.6,286140700,93050117,115000000
313,The Town,"Crime, Drama, Thriller",tt0840361,125.0,7.6,154026136,92186262,37000000
314,Non-Stop,"Action, Mystery, Thriller",tt2024469,106.0,7.0,222809600,92168600,50000000
315,Blade Runner 2049,"Action, Drama, Mystery",tt1856101,164.0,8.0,259239658,92054159,150000000
316,John Wick: Chapter 2,"Action, Crime, Thriller",tt4425200,122.0,7.5,171539887,92029184,40000000
317,Think Like a Man,"Comedy, Romance",tt1621045,122.0,6.6,96070507,91547205,12000000
318,Heaven Is for Real,"Biography, Drama, Family",tt1929263,99.0,5.8,101888019,91443253,12000000
319,Ride Along 2,"Action, Comedy, Crime",tt2869728,102.0,5.9,124605297,91221830,40000000
320,The Imitation Game,"Biography, Drama, Thriller",tt2084970,114.0,8.0,233555708,91125683,14000000
321,Get Hard,"Comedy, Crime",tt2561572,100.0,6.0,111711453,90411453,40000000
322,RED,"Action, Comedy, Crime",tt1245526,111.0,7.1,199006387,90380162,58000000
323,Planes,"Animation, Adventure, Comedy",tt1691917,91.0,5.7,239258712,90288712,50000000
324,Terminator Genisys,"Action, Adventure, Sci-Fi",tt1340138,126.0,6.4,440603537,89760956,155000000
325,The Lone Ranger,"Action, Adventure, Comedy",tt1210819,150.0,6.4,260502115,89302115,255000000
326,Taken 3,"Action, Thriller",tt2446042,108.0,6.0,326479141,89256424,48000000
327,Don't Breathe,"Crime, Horror, Thriller",tt3958034,86.0,6.6,157830487,89217875,0
328,Oblivion,"Action, Adventure, Sci-Fi",tt1483013,124.0,7.0,286168572,89021735,120000000
329,Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Family, Fantasy",tt0814255,118.0,5.9,226497209,88761720,95000000
330,The Muppets,"Adventure, Comedy, Family",tt1204342,103.0,7.1,165184237,88631237,45000000
331,Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Family",tt1935859,127.0,6.7,296482446,87242834,110000000
332,Sisters,Comedy,tt1850457,118.0,6.0,105011053,87044645,30000000
333,The Campaign,Comedy,tt1790886,85.0,6.1,104907746,86907746,95000000
334,The Accountant,"Action, Crime, Drama",tt2140479,128.0,7.3,155160045,86260045,44000000
335,Dumb and Dumber To,Comedy,tt2096672,109.0,5.6,169837010,86208010,40000000
336,The Emoji Movie,"Animation, Adventure, Comedy",tt4877122,86.0,3.2,217776646,86089513,50000000
337,Annie,"Comedy, Drama, Family",tt1823664,118.0,5.3,136853506,85911262,65000000
338,Alvin and the Chipmunks: The Road Chip,"Animation, Adventure, Comedy",tt2974918,92.0,5.1,234798636,85886987,0
339,Fury,"Action, Drama, War",tt2713180,134.0,7.6,211817906,85817906,68000000
340,Alita: Battle Angel,"Action, Adventure, Sci-Fi",tt0437086,122.0,7.5,404852543,85710210,170000000
341,Real Steel,"Action, Drama, Family",tt0433035,127.0,7.1,299268508,85468508,110000000
342,Power Rangers,"Action, Adventure, Sci-Fi",tt3717490,124.0,6.0,142337240,85364450,100000000
343,Green Book,"Biography, Comedy, Drama",tt6966692,130.0,8.3,327909440,85080171,23000000
344,The Expendables 2,"Action, Adventure, Thriller",tt1764651,103.0,6.6,314975955,85017401,100000000
345,Paranormal Activity 2,Horror,tt1536044,91.0,5.7,177512032,84752907,3000000
346,Tammy,"Comedy, Romance",tt2103254,97.0,4.9,100375432,84525432,20000000
347,Ferdinand,"Animation, Adventure, Comedy",tt3411444,108.0,6.7,296069199,84410380,111000000
348,"Crazy, Stupid, Love.","Comedy, Drama, Romance",tt1570728,118.0,7.4,145051197,84351197,50000000
349,Annabelle,"Horror, Mystery, Thriller",tt3322940,99.0,5.4,257047661,84273813,6500000
350,The Other Woman,"Comedy, Romance",tt2203939,109.0,6.0,196710396,83911193,40000000
351,Wrath of the Titans,"Action, Adventure, Fantasy",tt1646987,99.0,5.7,301970083,83670083,150000000
352,Insidious: Chapter 2,"Horror, Mystery, Thriller",tt2226417,106.0,6.6,161919318,83586447,5000000
353,Battle Los Angeles,"Action, Sci-Fi",tt1217613,116.0,5.8,211819354,83552429,70000000
354,Immortals,"Action, Drama, Fantasy",tt1253864,110.0,6.0,226904017,83504017,75000000
355,I Can Only Imagine,"Biography, Drama, Family",tt6450186,110.0,7.4,86026201,83482352,7000000
356,Penguins of Madagascar,"Animation, Adventure, Comedy",tt1911658,92.0,6.7,373515621,83348920,132000000
357,Saving Mr. Banks,"Biography, Comedy, Drama",tt2140373,125.0,7.5,117867984,83301580,35000000
358,Smallfoot,"Animation, Adventure, Comedy",tt6182908,96.0,6.7,214040103,83240103,0
359,Turbo,"Animation, Adventure, Comedy",tt1860353,96.0,6.4,282570682,83028128,135000000
360,The Descendants,"Comedy, Drama",tt1033575,115.0,7.3,177243185,82584160,20000000
361,Let's Be Cops,"Action, Comedy, Crime",tt1924435,104.0,6.4,138224951,82390774,17000000
362,Teenage Mutant Ninja Turtles: Out of the Shadows,"Action, Adventure, Comedy",tt3949660,112.0,6.0,245623848,82051601,135000000
363,The Post,"Biography, Drama, History",tt6294822,116.0,7.2,179769457,81903458,50000000
364,Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi",tt4046784,131.0,6.3,312296056,81697192,61000000
365,Unstoppable,"Action, Thriller",tt0477080,98.0,6.8,11845347,81562942,100000000
366,Unstoppable,"Action, Thriller",tt0477080,98.0,6.8,11845347,81562942,100000000
367,Ted 2,Comedy,tt2637276,115.0,6.3,215863606,81476385,68000000
368,Eat Pray Love,"Biography, Drama, Romance",tt0879870,133.0,5.8,204594016,80574010,60000000
369,Hustlers,"Comedy, Crime, Drama",tt1604115,95.0,5.5,157563598,80553967,0
370,Zookeeper,"Comedy, Family, Fantasy",tt1222817,102.0,5.2,169852759,80360843,80000000
371,The Mummy,"Action, Adventure, Fantasy",tt2345759,110.0,5.5,409231607,80101125,125000000
372,Goosebumps,"Adventure, Comedy, Family",tt1051904,103.0,6.3,158260952,80080379,58000000
373,Jack Reacher,"Action, Thriller",tt0790724,130.0,7.0,218340595,80070736,60000000
374,Dear John,"Drama, Romance, War",tt0989757,108.0,6.3,114984666,80014842,25000000
375,War Horse,"Action, Adventure, Drama",tt1568911,146.0,7.2,177584879,79884879,66000000
376,Dark Shadows,"Comedy, Fantasy, Horror",tt1077368,113.0,6.2,245527149,79727149,150000000
377,Limitless,"Sci-Fi, Thriller",tt1219289,105.0,7.4,161849455,79249455,27000000
378,The Purge: Election Year,"Action, Horror, Sci-Fi",tt4094724,108.0,6.0,118587880,79213375,10000000
379,Pixels,"Action, Comedy, Fantasy",tt1664775,100.0,4.6,244874809,78747585,0
380,Tower Heist,"Action, Comedy, Crime",tt0471042,104.0,6.2,152930623,78046570,75000000
381,The Monuments Men,"Comedy, Drama, History",tt2177771,118.0,6.1,155641650,78031620,70000000
382,The Adventures of Tintin,"Animation, Action, Adventure",tt0983193,107.0,7.3,373993951,77591831,130000000
383,Night School,Comedy,tt5599520,85.0,7.2,103105878,77339130,0
384,Parental Guidance,"Comedy, Family",tt1047540,105.0,6.1,119772232,77267296,25000000
385,The A-Team,"Action, Adventure, Thriller",tt0429493,117.0,6.8,177238796,77222099,110000000
386,Alice Through the Looking Glass,"Adventure, Family, Fantasy",tt2567026,113.0,6.2,299457024,77042381,170000000
387,Paddington,"Adventure, Comedy, Family",tt1109624,95.0,7.2,282839394,76271832,55000000
388,Pete's Dragon,"Action, Adventure, Comedy",tt2788732,102.0,6.7,143695338,76233151,65000000
389,The Intern,"Comedy, Drama",tt1636456,65.0,5.5,194564672,75764672,0
390,Contagion,"Action, Drama, Thriller",tt1598778,106.0,6.6,136515867,75658097,60000000
391,We Bought a Zoo,"Comedy, Drama, Family",tt1389137,124.0,7.1,120081841,75624550,50000000
392,2 Guns,"Action, Comedy, Thriller",tt1272878,109.0,6.7,131940411,75612460,61000000
393,Moneyball,"Biography, Drama, Sport",tt1210166,133.0,7.6,110206216,75605492,50000000
394,The Hitman's Bodyguard,"Action, Comedy, Crime",tt1959563,118.0,6.9,180650747,75468583,30000000
395,The Girl on the Train,"Crime, Drama, Mystery",tt2387589,80.0,4.4,173185859,75395035,8000000
396,The Girl on the Train,"Crime, Drama, Mystery",tt2387589,80.0,4.4,173185859,75395035,8000000
397,Alien: Covenant,"Horror, Sci-Fi, Thriller",tt2316204,122.0,6.4,240891763,74262031,97000000
398,Jack and Jill,Comedy,tt0810913,91.0,3.3,149673788,74158157,79000000
399,Captain Underpants: The First Epic Movie,"Animation, Action, Comedy",tt2091256,89.0,6.2,125427681,73921000,38000000
400,Hugo,"Drama, Family, Fantasy",tt0970179,126.0,7.5,185770160,73864507,170000000
401,Yesterday,"Comedy, Fantasy, Music",tt8079248,116.0,6.3,153712841,73286650,26000000
402,White House Down,"Action, Drama, Thriller",tt2334879,131.0,6.4,205366737,73103784,150000000
403,John Carter,"Action, Adventure, Sci-Fi",tt0401729,132.0,6.6,284139100,73078100,250000000
404,Dinner for Schmucks,Comedy,tt0427152,114.0,5.9,86855739,73026337,69000000
405,Justin Bieber: Never Say Never,"Documentary, Music",tt1702443,105.0,1.6,99036827,73013910,13000000
406,Hercules,"Action, Adventure, Fantasy",tt1267297,98.0,6.0,244819862,72688614,100000000
407,Storks,"Animation, Adventure, Comedy",tt4624424,87.0,6.8,183388953,72679278,70000000
408,Bridge of Spies,"Drama, History, Thriller",tt3682448,142.0,7.6,165478348,72313754,40000000
409,Dolphin Tale,"Drama, Family",tt1564349,113.0,6.9,95932565,72286779,37000000
410,A Bad Moms Christmas,Comedy,tt6359956,104.0,5.5,130560428,72110659,28000000
411,10 Cloverfield Lane,"Drama, Horror, Mystery",tt1179933,103.0,7.2,110216998,72082998,15000000
412,The Purge: Anarchy,"Action, Horror, Sci-Fi",tt2975578,103.0,6.5,111928365,71962800,9000000
413,Mama,"Horror, Thriller",tt1805319,50.0,4.5,146428180,71628180,0
414,Safe Haven,"Drama, Romance, Thriller",tt1702439,115.0,6.7,97594140,71349120,28000000
415,Paul Blart: Mall Cop 2,"Action, Comedy, Crime",tt3450650,94.0,4.4,107588225,71038190,38000000
416,The Smurfs 2,"Animation, Adventure, Comedy",tt2017020,105.0,5.4,347545360,71017784,105000000
417,No Strings Attached,"Comedy, Romance",tt1411238,108.0,6.2,149228077,70662220,25000000
418,The Best Man Holiday,"Comedy, Drama",tt2083355,123.0,6.7,72835710,70525195,17000000
419,The Big Short,"Biography, Comedy, Drama",tt1596363,130.0,7.8,133440870,70259870,28000000
420,Act of Valor,"Action, Adventure, Thriller",tt1591479,110.0,6.5,82497035,70012847,12000000
421,The First Purge,"Action, Horror, Sci-Fi",tt6133466,98.0,5.1,137056262,69488745,13000000
422,Game Night,"Action, Comedy, Crime",tt2704998,100.0,7.0,117679066,69179066,37000000
423,Good Boys,"Adventure, Comedy",tt7343762,89.0,6.5,110940306,69056735,20000000
424,Book Club,"Comedy, Drama, Romance",tt4727712,72.0,6.6,104438188,68566296,0
425,Percy Jackson: Sea of Monsters,"Adventure, Family, Fantasy",tt1854564,106.0,5.8,199850315,68559554,90000000
426,The House with a Clock in Its Walls,"Comedy, Family, Fantasy",tt2119543,105.0,6.0,131457147,68549695,42000000
427,Skyscraper,"Action, Adventure, Thriller",tt5758778,102.0,5.8,304868961,68420120,125000000
428,Mr. Popper's Penguins,"Comedy, Family, Fantasy",tt1396218,94.0,6.0,187361754,68224452,55000000
429,War Room,Drama,tt3832914,120.0,6.5,73267874,67790117,3000000
430,Insidious: The Last Key,"Horror, Mystery, Thriller",tt5726086,103.0,5.7,167885588,67745330,10000000
431,The Tourist,"Action, Adventure, Crime",tt1243957,103.0,6.0,278780441,67631157,100000000
432,This Is 40,"Comedy, Romance",tt1758830,134.0,6.2,88215156,67544505,35000000
433,Instant Family,"Comedy, Drama",tt7401588,118.0,7.4,120556201,67363237,48000000
434,A Good Day to Die Hard,"Action, Thriller",tt1606378,98.0,5.3,304654182,67349198,92000000
435,Hacksaw Ridge,"Biography, Drama, History",tt2119532,139.0,8.1,180450918,67209615,40000000
436,The Bounty Hunter,"Action, Comedy, Romance",tt1038919,110.0,5.6,136333522,67061228,40000000
437,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy, Family",tt1698641,81.0,6.2,100654149,66954149,28000000
438,Contraband,"Action, Crime, Drama",tt1524137,109.0,6.5,96262212,66528000,25000000
439,Looper,"Action, Adventure, Crime",tt1276104,113.0,7.4,176506819,66486205,30000000
440,Warm Bodies,"Comedy, Horror, Romance",tt1588173,98.0,6.9,116980662,66380662,35000000
441,Allegiant,"Action, Adventure, Mystery",tt3410834,120.0,5.7,179246868,66184051,110000000
442,Magic Mike XXL,"Comedy, Drama, Music",tt2268016,115.0,5.6,117813057,66013057,14800000
443,Madea's Witness Protection,"Comedy, Crime, Drama",tt2215285,114.0,5.0,66899242,65653242,20000000
444,Battleship,"Action, Adventure, Sci-Fi",tt1440129,131.0,5.8,303025485,65422625,209000000
445,Jack the Giant Slayer,"Adventure, Fantasy",tt1351685,114.0,6.3,197687603,65187603,195000000
446,Think Like a Man Too,"Comedy, Romance",tt2239832,106.0,5.8,70181428,65182182,24000000
447,Now You See Me 2,"Action, Adventure, Comedy",tt3110958,129.0,6.5,334897606,65075540,90000000
448,Exodus: Gods and Kings,"Action, Drama, Fantasy",tt1528100,150.0,6.0,268175631,65014513,140000000
449,Pitch Perfect,"Comedy, Music, Romance",tt1981677,112.0,7.2,115350426,65001093,17000000
450,Mirror Mirror,"Adventure, Comedy, Drama",tt1667353,106.0,5.6,183018522,64935167,85000000
451,Chronicle,"Drama, Sci-Fi, Thriller",tt1706593,84.0,7.1,126636097,64575175,15000000
452,A Dog's Purpose,"Adventure, Comedy, Drama",tt1753383,100.0,7.1,205035819,64508620,22000000
453,The Purge,"Horror, Thriller",tt2184339,85.0,5.7,89328627,64473115,3000000
454,The Wedding Ringer,Comedy,tt0884732,101.0,6.7,79799880,64460211,23000000
455,The Nut Job,"Animation, Adventure, Comedy",tt1821658,85.0,5.7,120885527,64251541,42000000
456,Ice Age: Collision Course,"Animation, Adventure, Comedy",tt3416828,94.0,5.7,408579038,64063008,105000000
457,Happy Feet Two,"Animation, Adventure, Comedy",tt1402488,100.0,5.9,159196259,64006466,130000000
458,Diary of a Wimpy Kid,"Comedy, Drama, Family",tt1196141,94.0,6.2,76196538,64003625,15000000
459,Last Vegas,"Comedy, Drama",tt1204975,105.0,6.6,134402450,63914167,28000000
460,The Shape of Water,"Adventure, Drama, Fantasy",tt5580390,123.0,7.3,195333312,63859435,19500000
461,Unknown,"Action, Mystery, Thriller",tt1401152,113.0,6.9,135710029,63686397,30000000
462,Hope Springs,"Comedy, Drama, Romance",tt1535438,100.0,6.3,114281051,63536011,30000000
463,The Sorcerer's Apprentice,"Action, Adventure, Family",tt0963966,109.0,6.1,215283742,63150991,150000000
464,A Nightmare on Elm Street,"Crime, Drama, Horror",tt1179056,95.0,5.2,115694863,63075011,35000000
465,The Boss,Comedy,tt2702724,99.0,5.4,78844582,63034755,29000000
466,The Last Song,"Drama, Music, Romance",tt1294226,107.0,6.0,89137047,62950384,0
467,London Has Fallen,"Action, Thriller",tt3300542,99.0,5.9,205754447,62678608,60000000
468,Black Mass,"Biography, Crime, Drama",tt1355683,123.0,6.9,99775678,62575678,53000000
469,The Adjustment Bureau,"Romance, Sci-Fi, Thriller",tt1385826,106.0,7.1,127869379,62495645,50200000
470,Underworld Awakening,"Action, Drama, Fantasy",tt1496025,88.0,6.4,160112671,62321039,70000000
471,The Wolfman,"Drama, Fantasy, Horror",tt0780653,103.0,5.8,139789765,61979680,150000000
472,Ender's Game,"Action, Adventure, Family",tt1731141,114.0,6.6,125544024,61737191,110000000
473,Miracles from Heaven,"Biography, Drama, Family",tt4257926,109.0,7.1,73983003,61693523,16000000
474,Deepwater Horizon,"Action, Drama, History",tt1860357,107.0,7.1,121790373,61433527,110000000
